company,job_title,job_type,experience_level,skills,skills_list,combined_text,combined_cleaned
ALTEN,data engineer scala / java (spark),Full Time,Entry-level,"['cassandra', 'avro', 'architecture', 'big data', 'cd', 'ci', 'docker']","['cassandra', 'avro', 'architecture', 'big data', 'cd', 'ci', 'docker']","data engineer scala / java (spark) Entry-level ['cassandra', 'avro', 'architecture', 'big data', 'cd', 'ci', 'docker']",data engineer scala java spark entry level cassandra avro architecture big data cd ci docker
EquipmentShare,senior data scientist,Full Time,Senior-level,"['research', 'computer science', 'industrial', 'machine learning', 'statistics']","['research', 'computer science', 'industrial', 'machine learning', 'statistics']","senior data scientist Senior-level ['research', 'computer science', 'industrial', 'machine learning', 'statistics']",senior data scientist senior level research computer science industrial machine learning statistics
Visa,staff data engineer (actimize ais),Full Time,Senior-level,"['architecture', 'testing', 'data visualization', 'phd', 'python', 'scala']","['architecture', 'testing', 'data visualization', 'phd', 'python', 'scala']","staff data engineer (actimize ais) Senior-level ['architecture', 'testing', 'data visualization', 'phd', 'python', 'scala']",staff data engineer actimize ais senior level architecture testing data visualization phd python scala
Databricks,staff data scientist,Full Time,Senior-level,"['databricks', 'cx', 'excel', 'industrial', 'machine learning', 'engineering']","['databricks', 'cx', 'excel', 'industrial', 'machine learning', 'engineering']","staff data scientist Senior-level ['databricks', 'cx', 'excel', 'industrial', 'machine learning', 'engineering']",staff data scientist senior level databricks cx excel industrial machine learning engineering
Bosch Group,robotics software developer (multiple positions) - bgsw,Full Time,No Experience,"['lidar', 'architecture', 'cd', 'ci', 'git', 'engineering', 'docker']","['lidar', 'architecture', 'cd', 'ci', 'git', 'engineering', 'docker']","robotics software developer (multiple positions) - bgsw No Experience ['lidar', 'architecture', 'cd', 'ci', 'git', 'engineering', 'docker']",robotics software developer multiple positions bgsw no experience lidar architecture cd ci git engineering docker
Adevinta,staff data engineer,Full Time,Senior-level,"['agile', 'apis', 'architecture', 'big data', 'aws', 'azure']","['agile', 'apis', 'architecture', 'big data', 'aws', 'azure']","staff data engineer Senior-level ['agile', 'apis', 'architecture', 'big data', 'aws', 'azure']",staff data engineer senior level agile apis architecture big data aws azure
MONDIAL RELAY,data product owner h/f,Full Time,Entry-level,"['scrum', 'business analytics', 'ecommerce', 'jira', 'machine learning', 'engineering']","['scrum', 'business analytics', 'ecommerce', 'jira', 'machine learning', 'engineering']","data product owner h/f Entry-level ['scrum', 'business analytics', 'ecommerce', 'jira', 'machine learning', 'engineering']",data product owner h f entry level scrum business analytics ecommerce jira machine learning engineering
Pattern,artificial intelligence engineer,Full Time,Senior-level,"['genetics', 'data analysis', 'data mining', 'computer science', 'machine learning', 'engineering']","['genetics', 'data analysis', 'data mining', 'computer science', 'machine learning', 'engineering']","artificial intelligence engineer Senior-level ['genetics', 'data analysis', 'data mining', 'computer science', 'machine learning', 'engineering']",artificial intelligence engineer senior level genetics data analysis data mining computer science machine learning engineering
Databricks,data engineer,Full Time,No Experience,"['business analytics', 'apis', 'architecture', 'big data', 'computer science', 'business intelligence']","['business analytics', 'apis', 'architecture', 'big data', 'computer science', 'business intelligence']","data engineer No Experience ['business analytics', 'apis', 'architecture', 'big data', 'computer science', 'business intelligence']",data engineer no experience business analytics apis architecture big data computer science business intelligence
Rec Room,senior applied scientist,Full Time,Senior-level,"['b testing', 'genetics', 'databricks', 'computer science', 'machine learning', 'a', 'engineering']","['b testing', 'genetics', 'databricks', 'computer science', 'machine learning', 'a', 'engineering']","senior applied scientist Senior-level ['b testing', 'genetics', 'databricks', 'computer science', 'machine learning', 'a', 'engineering']",senior applied scientist senior level b testing genetics databricks computer science machine learning a engineering
Block,"senior data scientist, afterpay product",Full Time,Senior-level,"['banking', 'amplitude', 'databricks', 'computer science', 'crypto', 'blockchain']","['banking', 'amplitude', 'databricks', 'computer science', 'crypto', 'blockchain']","senior data scientist, afterpay product Senior-level ['banking', 'amplitude', 'databricks', 'computer science', 'crypto', 'blockchain']",senior data scientist afterpay product senior level banking amplitude databricks computer science crypto blockchain
Bosch Group,(senior) automotive research engineer for cloud computing (m/w/d),Full Time,Senior-level,"['open source', 'cd', 'aws', 'computer science', 'linux', 'azure', 'ci']","['open source', 'cd', 'aws', 'computer science', 'linux', 'azure', 'ci']","(senior) automotive research engineer for cloud computing (m/w/d) Senior-level ['open source', 'cd', 'aws', 'computer science', 'linux', 'azure', 'ci']",senior automotive research engineer for cloud computing m w d senior level open source cd aws computer science linux azure ci
Spectrum Effect,wireless communication data scientist,Full Time,Senior-level,"['clustering', 'architecture', 'data analysis', 'computer science', 'classification', 'engineering']","['clustering', 'architecture', 'data analysis', 'computer science', 'classification', 'engineering']","wireless communication data scientist Senior-level ['clustering', 'architecture', 'data analysis', 'computer science', 'classification', 'engineering']",wireless communication data scientist senior level clustering architecture data analysis computer science classification engineering
Bear Robotics,bear robotics,Full Time,Entry-level,"['architecture', 'computer science', 'javascript', 'machine learning', 'linux', 'engineering']","['architecture', 'computer science', 'javascript', 'machine learning', 'linux', 'engineering']","bear robotics Entry-level ['architecture', 'computer science', 'javascript', 'machine learning', 'linux', 'engineering']",bear robotics entry level architecture computer science javascript machine learning linux engineering
Strive Health,sr data analyst (partner analytics),Full Time,Senior-level,"['research', 'data analysis', 'sql', 'excel', 'data visualization', 'engineering']","['research', 'data analysis', 'sql', 'excel', 'data visualization', 'engineering']","sr data analyst (partner analytics) Senior-level ['research', 'data analysis', 'sql', 'excel', 'data visualization', 'engineering']",sr data analyst partner analytics senior level research data analysis sql excel data visualization engineering
Eleos Health,devops/ mlops engineer,Full Time,Mid-level,"['kubeflow', 'gcp', 'cd', 'aws', 'azure', 'ci', 'devops']","['kubeflow', 'gcp', 'cd', 'aws', 'azure', 'ci', 'devops']","devops/ mlops engineer Mid-level ['kubeflow', 'gcp', 'cd', 'aws', 'azure', 'ci', 'devops']",devops mlops engineer mid level kubeflow gcp cd aws azure ci devops
"Justworks, Inc.","senior manager, data science",Full Time,Senior-level,"['predictive modeling', 'sql', 'machine learning', 'engineering', 'python', 'r']","['predictive modeling', 'sql', 'machine learning', 'engineering', 'python', 'r']","senior manager, data science Senior-level ['predictive modeling', 'sql', 'machine learning', 'engineering', 'python', 'r']",senior manager data science senior level predictive modeling sql machine learning engineering python r
MyFitnessPal,data engineer 2,Full Time,Senior-level,"['data pipelines', 'airflow', 'apis', 'dynamodb', 'aws', 'business intelligence']","['data pipelines', 'airflow', 'apis', 'dynamodb', 'aws', 'business intelligence']","data engineer 2 Senior-level ['data pipelines', 'airflow', 'apis', 'dynamodb', 'aws', 'business intelligence']",data engineer 2 senior level data pipelines airflow apis dynamodb aws business intelligence
Meritis,data engineer (h/f),Full Time,No Experience,"['devops', 'architecture', 'engineering', 'finance']","['devops', 'architecture', 'engineering', 'finance']","data engineer (h/f) No Experience ['devops', 'architecture', 'engineering', 'finance']",data engineer h f no experience devops architecture engineering finance
TIKTAL,chatgpt / ai consultant (part time),Part Time,Mid-level,"['nltk', 'conversational ai', 'chatgpt', 'machine learning', 'gpt', 'nlp']","['nltk', 'conversational ai', 'chatgpt', 'machine learning', 'gpt', 'nlp']","chatgpt / ai consultant (part time) Mid-level ['nltk', 'conversational ai', 'chatgpt', 'machine learning', 'gpt', 'nlp']",chatgpt ai consultant part time mid level nltk conversational ai chatgpt machine learning gpt nlp
