company,job_title,job_type,experience_level,skills
Hitachi Solutions,databricks - sony,Full Time,Senior-level,"['agile', 'data management', 'data pipelines', 'databricks', 'aws', 'azure']"
Visa,"senior manager, data science",Full Time,Senior-level,"['banking', 'clustering', 'data analytics', 'computer science', 'consulting', 'economics']"
BandLab Technologies,data engineer (midi and audio),Full Time,Mid-level,"['data pipelines', 'architecture', 'aws', 'computer science', 'azure', 'engineering']"
Sportradar,"computer engineer, computer vision hardware (mid//sr)",Full Time,No Experience,"['agile', 'deep learning', 'aws', 'cuda', 'computer vision', 'docker']"
Unit4,senior cloud data scientist (finops),Full Time,Senior-level,"['agile', 'data analysis', 'excel', 'azure', 'devops', 'consulting']"
Angi,lead data scientist - pricing,Full Time,Senior-level,"['ml infrastructure', 'finance', 'big data', 'machine learning', 'mathematics', 'economics']"
Farfetch,business intelligence analyst,Full Time,Senior-level,"['airflow', 'apis', 'bigquery', 'lookml', 'looker', 'business intelligence']"
Valerann,computer vision engineer,Full Time,Mid-level,"['agile', 'deep learning', 'aws', 'cuda', 'azure', 'computer vision']"
PlayStation Global,machine learning engineer,Full Time,Senior-level,"['deep learning', 'machine learning', 'python', 'numpy', 'pandas', 'engineering']"
Block,"senior product manager, data infrastructure and ml",Full Time,Senior-level,"['data pipelines', 'banking', 'crypto', 'machine learning', 'blockchain', 'engineering']"
Datadog,senior software engineer - data infrastructure,Full Time,Senior-level,"['data pipelines', 'big data', 'aws', 'computer science', 'azure', 'engineering']"
Snorkel AI,staff applied research scientist,Full Time,Senior-level,"['data pipelines', 'genetics', 'gcp', 'aws', 'google cloud', 'engineering']"
Uni Systems,machine learning engineer,Full Time,Mid-level,"['agile', 'cassandra', 'architecture', 'aws', 'azure', 'airflow']"
Pure Storage,data scientist,Full Time,Senior-level,"['data governance', 'clustering', 'data mining', 'aws', 'data visualization', 'classification']"
Nextdoor,principal machine learning engineer - core infrastructure,Full Time,Senior-level,"['elasticsearch', 'aws', 'computer science', 'distributed systems', 'core ml', 'docker']"
Altana AI,implementation data scientist,Full Time,No Experience,"['apis', 'architecture', 'databricks', 'aws', 'azure', 'docker']"
NielsenIQ,methods and data analyst,Full Time,Senior-level,"['data analysis', 'databricks', 'big data', 'econometrics', 'azure', 'business intelligence']"
Stripe,"machine learning engineer, payments ml accelerator",Full Time,Senior-level,"['deep learning', 'apis', 'architecture', 'computer science', 'feature engineering', 'engineering']"
TeamViewer,operations transformation manager (all genders) with focus on chat/chatbot,Full Time,Senior-level,"['chatbots', 'finance', 'apis', 'computer science', 'excel', 'economics']"
Eurofins,business intelligence lead/specialist,Full Time,Executive-level,"['etl', 'data management', 'architecture', 'excel', 'data quality', 'business intelligence']"
Innovaccer,data scientist,Full Time,Senior-level,"['deep learning', 'aws', 'computer science', 'keras', 'azure', 'engineering']"
TrustEngine,lead data engineer,Full Time,Senior-level,"['data governance', 'cassandra', 'architecture', 'aws', 'computer science', 'azure']"
EVYD Technology,"senior manager, product ops (business intelligence)",Full Time,Senior-level,"['mathematics', 'ecommerce', 'data analytics', 'business intelligence', 'engineering', 'economics']"
Palo Alto Networks,sr principal machine learning engineer,Full Time,Senior-level,"['deep learning', 'llms', 'data analytics', 'computer science', 'machine learning', 'engineering']"
Ozow,senior data analyst,Full Time,Senior-level,"['etl', 'cassandra', 'big data', 'hadoop', 'aws', 'engineering']"
Statistics & Data Corporation (SDC),"manager, clinical data management",Full Time,Mid-level,"['engineering', 'research', 'data management', 'consulting']"
AllTrails,"senior data scientist, ml and algorithms (remote)",Full Time,Senior-level,"['deep learning', 'clustering', 'jupyter', 'computer vision', 'git', 'classification']"
SWORD Health,senior ml engineer (portugal based remote/hybrid),Full Time,Senior-level,"['gcp', 'aws', 'machine learning', 'matplotlib', 'numpy', 'engineering']"
Bluevine,senior data engineer,Full Time,Senior-level,"['data pipelines', 'banking', 'data warehouse', 'aws', 'computer science', 'docker']"
Checkout.com,data scientist,Full Time,Senior-level,"['aws', 'azure', 'fintech', 'feature engineering', 'engineering', 'docker']"
Skan,sr big data engineer,Full Time,Senior-level,"['data pipelines', 'databricks', 'big data', 'hadoop', 'azure', 'git']"
LivePerson,senior product manager (ai & automation),Full Time,Senior-level,"['kpis', 'data analysis', 'conversational ai', 'computer science', 'excel', 'engineering']"
Strive Health,"intern, data science",Internship,Entry-level,"['data mining', 'aws', 'excel', 'computer science', 'machine learning', 'mathematics']"
Stripe,"staff ml engineer, conversion",Full Time,Senior-level,"['deep learning', 'architecture', 'security', 'machine learning', 'ml models', 'engineering']"
Zscaler,"data engineer / machine learning engineer - spark, etl, pre-processing, pipeline, machine learning",Full Time,Senior-level,"['airflow', 'bigquery', 'computer science', 'distributed systems', 'business intelligence', 'docker']"
Talan,consultant data analytics it digital impulse - h/f,Full Time,Entry-level,"['agile', 'architecture', 'big data', 'aws', 'azure', 'consulting']"
Publicis Groupe,data analyst trainee,Full Time,Entry-level,"['power bi', 'research', 'data analysis', 'data studio', 'excel', 'python']"
Level AI,"machine learning engineer (speech) - ai (remote,india)",Full Time,Senior-level,"['agile', 'architecture', 'aws', 'computer science', 'asr', 'classification']"
Causaly,data science engineer,Full Time,Mid-level,"['data pipelines', 'architecture', 'big data', 'computer science', 'drug discovery', 'engineering']"
Welocalize,data analytics specialist,Full Time,No Experience,"['agile', 'kpis', 'data analytics', 'computer science', 'data visualization', 'looker']"
EVYD Technology,"director, data science (engagement)",Full Time,Executive-level,"['data management', 'deep learning', 'data analytics', 'computer science', 'business intelligence', 'engineering']"
Wolt,senior data analyst (merchant),Full Time,Senior-level,"['b testing', 'data analysis', 'data analytics', 'computer science', 'data visualization', 'a', 'business intelligence']"
Talan,tech lead bi / power bi cdi - h/f,Full Time,No Experience,"['agile', 'gitlab', 'devops', 'architecture', 'big data', 'business intelligence']"
Forter,data science manager,Full Time,No Experience,"['finance', 'ecommerce', 'big data', 'cx', 'fintech', 'engineering']"
ATB Financial,data analyst,Full Time,Mid-level,"['agile', 'data governance', 'business analytics', 'banking', 'data analysis', 'computer science']"
Onera Health,senior data science/ai engineer,Full Time,Mid-level,"['agile', 'data analysis', 'aws', 'computer science', 'kanban', 'engineering']"
takealot.com,data analyst,Full Time,No Experience,"['data analysis', 'bigquery', 'data studio', 'cx', 'aws', 'computer science']"
Supernova Technology,staff software engineer- data production,Full Time,Senior-level,"['architecture', 'cd', 'aws', 'computer science', 'azure', 'ci', 'docker']"
Unit4,senior data scientist (financial analysis),Full Time,Senior-level,"['agile', 'data analysis', 'excel', 'azure', 'devops', 'consulting']"
Stripe,"data scientist, payments ml accelerator",Full Time,Senior-level,"['ml infrastructure', 'deep learning', 'architecture', 'computer science', 'machine learning', 'engineering']"
The Fork,head of product data management,Full Time,Executive-level,"['data strategy', 'data management', 'engineering']"
Believe,data engineer,Full Time,Senior-level,"['data pipelines', 'architecture', 'athena', 'aws', 'data quality', 'engineering']"
Pattern,senior ai engineer,Full Time,Senior-level,"['genetics', 'data analysis', 'data mining', 'computer science', 'machine learning', 'engineering']"
Aspirion,senior machine learning engineer,Full Time,Mid-level,"['data management', 'apis', 'architecture', 'data analysis', 'databricks', 'azure']"
Poshmark,"sr human resource business partner (technology, engineering and data science)",Full Time,Senior-level,"['ecommerce', 'architecture', 'privacy', 'engineering', 'consulting']"
Etsy,mlops engineer,Full Time,No Experience,"['databricks', 'gcp', 'ecs', 'aws', 'airflow', 'engineering']"
Bosch Group,app development project manager (chatbot),Full Time,Entry-level,"['chatbots', 'computer science', 'azure', 'engineering', 'consulting', 'economics']"
Coda Payments,senior machine learning scientist,Full Time,Senior-level,"['data pipelines', 'finance', 'computer science', 'airflow', 'engineering', 'economics']"
Salary Finance,junior data scientist (commercial),Full Time,Entry-level,"['data pipelines', 'finance', 'gcp', 'aws', 'fintech', 'docker']"
Amazon.com,"software development manager - computer vision, amazon fulfillment technology",Full Time,Senior-level,"['cx', 'machine learning', 'ml models', 'privacy', 'computer vision', 'engineering']"
Tempus,junior clinical trials data specialist,Full Time,Entry-level,"['biology', 'research', 'genetics', 'testing']"
Genesis,strong junior front end developer (justdoneai),Full Time,Entry-level,"['apis', 'rest api', 'ai content', 'react']"
EX2 Outcoding,mlops engineer,Full Time,Senior-level,"['deep learning', 'architecture', 'aws', 'computer science', 'azure', 'distributed systems']"
Visa,financial data analyst,Full Time,No Experience,"['power bi', 'finance', 'data analytics', 'excel', 'data visualization', 'phd']"
PubMatic,machine learning engineer (associate),Full Time,Senior-level,"['etl', 'b testing', 'data analysis', 'data mining', 'computer science', 'a', 'engineering']"
Block,"senior lead, third party data strategy & governance",Full Time,Senior-level,"['banking', 'finance', 'data strategy', 'crypto', 'blockchain', 'engineering']"
Bosch Group,sap consultant for product data management,Full Time,No Experience,"['industrial', 'data management', 'r', 'economics']"
Sigma Software,strong middle/senior data engineer (healthcare domain),Full Time,Mid-level,"['architecture', 'data analysis', 'bigquery', 'big data', 'databricks', 'azure']"
Utility Warehouse,machine learning engineer intern,Full Time,Entry-level,"['data pipelines', 'data analysis', 'computer science', 'keras', 'machine learning', 'engineering']"
Air Apps,android developer (ai),Full Time,Senior-level,"['agile', 'chatbots', 'apis', 'architecture', 'computer science', 'engineering']"
OKX,"senior product data analyst, compliance",Full Time,Senior-level,"['research', 'finance', 'data mining', 'crypto', 'blockchain', 'engineering']"
Ubisoft,data lead - products / mobile apps green panda games (m/w/nb),Full Time,Executive-level,"['b testing', 'data management', 'data analytics', 'data analysis', 'bigquery', 'data visualization', 'a']"
William Osler Health System,"manager, business operations - diagnostic imaging and laboratory",Full Time,No Experience,"['business analytics', 'data analysis', 'data quality', 'statistics', 'engineering']"
Bosch Group,internship - data analyst,Full Time,Entry-level,"['etl', 'data analysis', 'big data', 'computer science', 'keras', 'git']"
Showroomprive.com,data analyst - h/f,Full Time,Entry-level,"['kpis', 'ecommerce', 'sql', 'data warehouse', 'excel']"
2K,senior data engineer - etl,Full Time,Senior-level,"['apis', 'big data', 'business intelligence', 'aws', 'azure', 'airflow']"
Bosch Group,eet data engineer,Full Time,Mid-level,"['agile', 'data analytics', 'data mining', 'data warehouse', 'computer science', 'consulting']"
ASSYSTEM,data scientist - stage h/f,Full Time,Entry-level,"['computer vision', 'nlp', 'rd', 'r']"
Shape,"data engineering, mid-level",Full Time,Mid-level,"['agile', 'architecture', 'data analysis', 'cd', 'computer science', 'azure', 'ci']"
SAIT,data engineer analyst,Full Time,Senior-level,"['data governance', 'data management', 'architecture', 'azure', 'classification', 'business intelligence']"
OKX,"senior data analyst, trading",Full Time,Senior-level,"['finance', 'amplitude', 'data analysis', 'crypto', 'blockchain', 'economics']"
Gympass,data scientist search & discovery,Full Time,Senior-level,"['deep learning', 'architecture', 'aws', 'computer science', 'machine learning', 'ml models']"
Experian,cloud data analyst,Full Time,Senior-level,"['snowflake', 'gcp', 'big data', 'sql', 'aws', 'computer science']"
Relativity,software engineer (sre in elasticsearch platform team),Full Time,Senior-level,"['ansible', 'cd', 'cx', 'aws', 'computer science', 'azure', 'ci']"
SpectraMedix,hedis data analyst,Full Time,Senior-level,"['tableau', 'data analytics', 'data analysis', 'sql', 'python']"
SYNTEGON,working student data analytics & reporting (m/f/d),Full Time,Entry-level,"['julia', 'finance', 'data analytics', 'data analysis', 'excel', 'engineering']"
Shopify,"senior analytics engineering manager (remote, americas)",Full Time,Senior-level,"['architecture', 'testing', 'data warehouse', 'excel', 'spark', 'engineering']"
Airwallex,"data science director, analytics",Full Time,Executive-level,"['b testing', 'banking', 'matlab', 'hadoop', 'fintech', 'a', 'python']"
Relativity,senior software engineer (sre in elasticsearch platform team),Full Time,Senior-level,"['ansible', 'cd', 'cx', 'aws', 'computer science', 'azure', 'ci']"
